CLIENTNUMBER,EntityType,ClientName,UnitDescription,Street,City,State_Prov,Country,Fax Number,EMail,URL,Zip Code,Telephone Number,Date Acquired,CountryCode,Industry,DateEntered,ClientType,AccountOfficer,ContactPerson
31371,0,NGB CORPORATION,,"7-13, Nishi-Shimbashi 1-chome","Minato-ku, Tokyo, 105-8408",Japan,,?6203-9480,tmd@ngb.co.jp,,,?6203-9299,,JPN,,8/8/2014,D,,
31386,2,"RYO RODRIGUEZ OCA, S.L.",,"J. Hurtado de Mendoza, 9","28036, Madrid",Spain,,91 3597989,rodriguezyolmo@rodriguezyolmo.,,,91064501323,,ES,,8/8/2014,D,Jesus Rodriguez Perez,Jesus Rodriguez Perez
31390,2,TAI E INTERNATIONAL PATENT & LAW OFFICE,,9Fl. No. 112 Sec. 2,Chang-An E. Rd.,"Taipei, Taiwan, ROC",,,,,,,,TW,,8/8/2014,D,,
31403,2,"WARE, FRESSOLA, VAN DER SLUYS & ADOLPHSON",,"Bradford Green, Building Five","755 Main Street, P. O. Box 224","Monroe, Connecticut 06468",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
31418,2,"KLINE, ROMMEL & COLBERT",,"One Farragut Square South, Seventh Floor","Washington, D. C. 20006",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
31422,1,"FROSS ZELNICK  LEHRMAN & ZISSU, P.C.",,"151 West 42nd Street, 17th Floor","New York, NY 10036",,,(212)813-5901,,,,(212)813-5968,,USA,,9/10/2019,D,,
31437,2,"PEPSICO, INC.",,700 Anderson Hill Road,"Purchase, New York 10577-1444",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
31441,2,PENNIE & EDMONDS,,1155 Avenue of The Americas,"New York, New York 10036-2711",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
31456,2,CHOOI & COMPANY,,"Penthouse, Bangunan Ming PH-01",Jalan Bukit Nanas,"50250 Kuala Lumpur, Malaysia",,,,,,,,MY,,8/8/2014,D,,
31460,2,"DANISCO CULTOR AMERICA, INC. (USA)",,P.O. Box 99 (Kelaranta 9),Fin 02151 Espoo,Finland,,,,,,,,FI,,8/8/2014,D,Attn.: Raili Rinkinen,Attn.: Raili Rinkinen
31475,2,"JOHNSON & JOHNSON PRODUCTS CO., INC.",,Attn.: MR. RICHARD F. BIRIBAUER,One Johnson & Johnson Plaza,"New Brunswick, N.J. 08933-7001, U.S.A.",,,,,,,,USA,,8/8/2014,D,Trademark Law Department,Trademark Law Department
31481,2,WAGNER & GEYER,,"Gewuerzmuehlstr, 5",80538 Munich,Germany,,,,,,,,GER,,8/8/2014,D,,
31494,2,GRIMES LLC,,"101 Meritt 7, Suite 300","Norwalk, Connecticut 06851",,USA,001-203-849-9300,lamb@gandb.com,,,001-203-849-8300,,USA,,8/25/2015,D,,
31507,2,EMHART CORPORATION,,P. O. Box 2730,"Hartford, Connecticut 06101",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: MR. BARRY E. DEUTSCH,Attn.: MR. BARRY E. DEUTSCH
31511,0,TROUTMAN SANDERS LLP,,Bank of America Plaza,"600 Peachtree St., N.E.","Atlanta, Georgia 30308-2216",,,u,,,,,USA,,8/8/2014,D,"Attn.: Mr. Michael D. Hobbs, Jr.","Attn.: Mr. Michael D. Hobbs, Jr."
31526,2,JOHNSON & JOHNSON (PHILS.) INC.    5531,,Attn.: MS. OFIE MALAGKIT/J & J CONSUMER,"Edison Road., Bo. Ibayo",Paranaque City,,,,,,,,PH,,8/8/2014,P,,
31530,2,AVANTGARDE,,,,,,,,,,,,,,8/8/2014,D,"Via Treviso, 4-00040 Pomezia (Roma)","Via Treviso, 4-00040 Pomezia (Roma)"
31545,,"JOHNSON & JOHNSON (PHILIPPINES), INC.",,City of Makati,,,,,,,,,,,,8/8/2014,,P.O. Box 490,P.O. Box 490
31551,0,"VISTAKON, INC.",,c/o Johnson & Johnson Trademark Law Dept.,One Johnson & Johnson Plaza,"New Brunswick, NJ 08933-7001",U. S. A.,,,,,,,USA,,8/8/2014,D,,
31564,2,"KAPLAN, RUSSIN, VECCHI & KIRKWOOD",,Suite 200,"New York, N. Y. 10036",U. S. A.,,,,,,,,USA,,8/8/2014,D,28 West 44th Street,28 West 44th Street
31579,2,JANSSEN PHARMACEUTICA-DIVISION,,Attn.: MS. MERELYN PASIA,"Johnson & Johnson Phils., Compund",Edison Road. Bo. Ibayo,1700 Paranaque City,,,,,,,,,8/8/2014,P,,
31583,2,SATOSHI PATENT OFFICE,,SHIMBASHI AMANO BLD,"1-5-10 Nishishimbashi,Minato-ku","Tokyo 105-0003, Japan",,813 3501 1983,mail@satoshipatent.com,,,813-3501 1988,,JPN,,11/18/2016,D,AKIO SETO,AKIO SETO
31598,0,"JOHNSON & JOHNSON MEDICAL, INC.",,One Johnson  & Johnson Plaza,"New Brunswick, NJ  08933-7001",U. S. A.,,,,,,,,USA,,8/8/2014,D,c/o Trademark Adm. Billing Section,c/o Trademark Adm. Billing Section
31600,2,"PANITCH SCHWARZE JACOBS & NADEL, P.C.",,1601 Market Street,36th Floor,"Philadelphia, PA 19103",,,,,,,,USA,,8/8/2014,D,Attn.: MR. JAY K. MEADWAY,Attn.: MR. JAY K. MEADWAY
31615,2,"PFIZER, INC.",,NY Legal Finance,P.O. Box 341829,"Bartlett, TN 38184-1829",,860 441-5221,,,,,,USA,,8/8/2014,D,,
31621,0,THE COCA-COLA COMPANY,,P.O. Drawer 1734,"Atlanta, Georgia 30301",U. S. A.,,,,,,,,USA,,8/8/2014,D,Patent Department,Patent Department
31634,2,ASAHI PRECISION CO. LTD,,5-2 Higashi Ohizumi,"2-Chome, Nerima-ku","Tokyo, Japan",,,,,,,,JPN,,8/8/2014,D,,
31649,2,"LANEY, DOUGHERTY, HESSIN & BEAVERS",,"Suite 1110, Williams Center Tower I",One West Third Street,"Tulsa, Oklahoma 74103-3515, U. S. A.",,,,,,,,USA,,8/8/2014,D,"Attn.: LARRY R. WATSON, ESQ.","Attn.: LARRY R. WATSON, ESQ."
31653,,"FIRST PACIFIC METRO MARKETING, INC.",,345 Sen. Gil Puyat Avenue,Makati City,,,,,,,,,,,8/8/2014,,"5/F, WIP Building","5/F, WIP Building"
31668,2,"ROBERTS, SPIECENS & COHEN LAW OFFICES",,3rd Floor,"New York, New York 10016",U. S. A.,,,,,,,,USA,,8/8/2014,D,38 East 29th Street,38 East 29th Street
31672,2,CABINET NUSS,,"10, Rue Jacques -Kable",67000 Strasbourg,France,,,,,,,,FR,,8/8/2014,D,,
31687,0,FISH & RICHARDSON P.C.,,Citigroup Center - 52nd Floor,153 East 53rd Street,"New York, New York 10022-4611",, 212-258-2291,,,,,,USA,,8/8/2014,D,,
31691,2,E. M. HWANG & PARTNER,,Man Sung Building,"#261-9, Poi-dong, Kangnam-ku","Seoul 135-260, Korea",,,,,,,,KR,,8/8/2014,D,Patent & Law Office,Patent & Law Office
31704,1,FILIPINO-AMERICAN MEMORIAL ENDOWMENT (FAME),,c/o The American Chamber of Commerce of the,"    Philippines, Inc.","2nd Floor, Corinthian Plaza, Makati City",,,,,,,,PH,,8/8/2014,P,Attn.:  MS. NORMA A. ALMARINEZ,Attn.:  MS. NORMA A. ALMARINEZ
31719,2,"ASAHI OPTICAL CO., LTD.",,Patent Department,"36-9, Maeno-cho 2-chome","Itabashi-ku, Tokyo 174",Japan,,,,,,,JPN,,8/8/2014,D,,
31723,2,LADAS & PARRY,,"5670 Wilshire Boulevard, 21st Floor","Los Angeles, California 90036",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: MR. COLIN P. ABRAHAMS,Attn.: MR. COLIN P. ABRAHAMS
31738,2,"JOHNSON & JOHNSON PROFESSIONAL, INC.",,Trademark Adm. Billing Section,One Johnson & Johnson Plaza,"New Brunswick, N.J. 08933-7001",,,,,,,,USA,,8/8/2014,D,Ms. Livia P. Karpati,Ms. Livia P. Karpati
31739,2,"JOHNSON & JOHNSON PROFESSIONAL, INC.",,"Raynham, MA",02767-0350 U. S. A.,,,,,,,,,,,8/8/2014,D,325 Paramount Drive,325 Paramount Drive
31742,2,"IBANEZ, IBANEZ Y CIA",,10-28015 Madrid,Spain,,,,,,,,,,,8/8/2014,D,Rodriguez San Pedro,Rodriguez San Pedro
31757,2,LIFESCAN - USA I1520,,One Johnson & Johnson Plaza,"New Brunswick, N.J. 08933-7001",U. S. A.,,,,,,,,USA,,8/10/2015,D,Attention: MS. LIVIA P. KARPATI,
31761,2,COOPERS & LYBRAND ASSOCIATES,,90/14-16 North Sathom Rd. Bangrak,Bangkok 10500,Thailand,,,,,,,,,,8/8/2014,D,8th Floor Sathom Thani Building 1,8th Floor Sathom Thani Building 1
31776,2,LADAS & PARRY,,26 West 61 Street,"New York, N.Y. 10023-7604",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: MS. OLGA M. NEDELTSCHEFF,Attn.: MS. OLGA M. NEDELTSCHEFF
31780,2,"AMERICAN VELODUR METAL, INC.",,"Scituate, MA 02066",U. S. A.,,,,,,,,,,,8/8/2014,D,P. O. Box 156,P. O. Box 156
31795,2,"WELSH & KATZ, LTD.",,120 South Riverside Plaza,22nd Floor,"Chicago, IIlinois 60606",,,,,,,,USA,,8/8/2014,D,,
31808,2,"DONALD E. MILLER, ESQ.",,Washington Dulles International Airport,"300 West Service Road, P. O. Box 10803","Chantilly, Virginia 22021-9998, U. S. A.",,,,,,,,USA,,8/8/2014,D,The Fairchild Corporation,The Fairchild Corporation
31812,2,TOKYO EIWA LAW OFFICE,,"2-5-2, Hirakawa-cho, Chiyoda-ku",Tokyo 102,Japan,,,,,,,,JPN,,8/8/2014,D,Maison Hirakawa 3rd Floor,Maison Hirakawa 3rd Floor
31827,2,"BROWNSTEIN, ZEIDMAN & SCHOMER",,"1401 New York Avenue, N.W.","Washington, D.C. 20005-2102",U. S. A.,,,,,,,,USA,,8/8/2014,D,Suite 900,Suite 900
31831,2,THOMAS YOUNG & FREDERICK WILLIAM BALDWIN,,"Phoenix, Arizona 85007",U. S. A.,,,,,,,,,,,8/8/2014,D,1521 W. Garfield,1521 W. Garfield
31846,2,LAW OFFICES ARAM INTERNATIONAL,,"6th Floor, Daejung Bldg.","51-7, Banpo-dong, Seocho-ku","Seoul 137-040, Korea",,,,,,,,KR,,8/8/2014,D,Attention: MR. KYUNG-HAN SOHN,Attention: MR. KYUNG-HAN SOHN
31850,2,SHOYO INTELLECTUAL PROPERTY FIRM  (formerly Tomita & Mishina),,6/F Tobu Yokohama 2nd Bldg.,"15-1 Kitasaiwai 2-chome, Nishi-ku","Yokohama, Kanagawa 220-0004",Japan,?5465-2052,office@nm-tm.jp,,,?5465-2051,,JPN,,8/8/2014,D,,
31865,1,Johnson & Johnson,"(Philippines), Inc.",KM. 14 Edison Road Merville,"City of Paranaque NCR, Fourth District",TIN 000-409-474-00000,PH,,,,,,,PH,,12/7/2018,P,,J&J Mailroom
31871,2,BEEHLER & PAVITT,,"Culver City, California 90230",U. S. A.,,,,,,,,,,,8/8/2014,D,"100 Corporate Pointe, Suite 330","100 Corporate Pointe, Suite 330"
31884,2,"DILWORTH, PAXSON, KALISH & KAUFFMAN",,"Philadelphia, Pennsylvania 19109-1094",U. S. A.,,,,,,,,,,,8/8/2014,D,2600 The Fidelity Building,2600 The Fidelity Building
31886,2,RODRIGUEZ,,,,,,,,,,,,AL,,8/8/2014,D,,
31899,2,"AVON COSMETICS, INC.",,Gercon Plaza,7901 Makati Avenue,Makati City 1229,,,,,,,,PH,,8/8/2014,P,Attn.:  Atty. Errol Ismael B. Palaci,Attn.:  Atty. Errol Ismael B. Palaci
31901,1,MR. SINGSON GO SY,,"Blk. 7 Lot 4, Davies Ave.","California Village, San Bartolome","Novaliches, Q.C.",,,,,,,,PH,,8/8/2014,P,,
31916,2,"MC ANDREWS, HELD & MALLOY, LTD.",,Northwestern Atrium Center,"34th Fl., 500 West Madison Street","Chicago, Illinois 60661, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
31920,2,"SENNIGER, POWERS, LEAVITT & ROEDEL",,Accounting Department,"One Metropolitan Square, 16th Flr.","St. Louis, MO 63102 U. S. A.",,314-231-4342,,,,,,USA,,8/8/2014,D,PAUL I.J. FLEISCHUT,PAUL I.J. FLEISCHUT
31935,2,THE MEAD CORPORATION,,4850D North Church Lane,"Smyrna, Georgia 30080",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: MR. ERWIN DOERR,Attn.: MR. ERWIN DOERR
31941,,MR. RICO COLAYCO,,Makati City,,,,,,,,,,,,8/8/2014,,2838 corner Uruguay & Batangas Streets,2838 corner Uruguay & Batangas Streets
31954,2,BTR NYLEX LIMITED,,"390 St., Kilda Road","Melbourne, Australia 3004",,,,,,,,,,,8/8/2014,D,15th Floor,15th Floor
31969,2,UNOCAL CORPORATION,,P. O. Box 7600,"Los Angeles, California 90051",U. S. A.,,,,,,,,USA,,8/8/2014,D,1201 West 5th Street,1201 West 5th Street
31973,2,SOCIETA ITALIANA BREVETTI,,25 Corso Dei Tintori,"50122 Firenze, Florence",Italy,,(06) 679 4692   ;678 3504,,,,(06)6785941/5,,IT,,8/8/2014,D,,
31988,2,MESSRS. SEED AND BERRY,,"Seattle, Washington 98104-7092",U. S. A.,,,,,,,,,,,8/8/2014,D,6300 Columbia Center,6300 Columbia Center
31992,2,"DURAN-CORRETJER , S.L.P.",,"Corrsega, 329 (P de Gracia/Diagonal)",08037 Barcelona,Spain     VAT Nr.: B-60215027,,,,,,,,ES,,7/10/2018,D,,
32001,2,MEAD,,Legal Department,4850 D North Church Lane,"Smyrna, Georgia 30080",U. S. A.,,,,,,,USA,,8/8/2014,D,,
32005,2,GURSKY & EDERE,,"1350 BROADWAY, 11TH FLOOR","NEW YORK, NEW YORK 10018",U.S.A.,,,,,,,,USA,,8/8/2014,D,,
32016,,"BEAUTIFONT PRODUCTS, INC.",,160 Legazpi Street,Legazpi Village,Makati City,,,,,,,,PH,,8/8/2014,,"4th Floor, Fortune Building","4th Floor, Fortune Building"
32020,2,"BRUMBAUGH, GRAVES, DONOHUE AND RAYMOND",,"New York, NY 10112-0226",U.S.A.,,,,,,,,,,,8/8/2014,D,30 Rockefeller Plaza,30 Rockefeller Plaza
32035,2,KASAHARA & CO.,,"20-12, Taito 4-chome, Taito-ku",Tokyo 110,Japan,,,,,,,,JPN,,8/8/2014,D,Motohashi Bldg. 202,Motohashi Bldg. 202
32041,2,TMARK CONSEILS,,"75008, Paris",,,,,,,,,,,,8/8/2014,D,31 rue Tronchet,31 rue Tronchet
32054,2,"EDITORIAL TRILLAS, S.A. DE C.V.",,Col. Perdo Maria Anaya,"03340 Mexico, D.F.",,,,,,,,,,,8/8/2014,D,Av. Rio Churubusco No. 385,Av. Rio Churubusco No. 385
32069,2,"MARMOREK, GUTTMAN & RUBENSTEIN",,330 Seventh Avenue,"New York, New York 10001",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
32073,2,M. MARUOKA & ASSOCIATES,,"18-6, Ginza 1-chome, Chuo-ku","Tokyo, 104-0061",Japan,,,,,,,,JPN,,8/8/2014,D,"Room 703, Kyodo Bldg. (Ginza)","Room 703, Kyodo Bldg. (Ginza)"
32088,2,"3M PHILIPPINES, INC.",,"Attn.: Atty. D. F. Chipeco, Jr.","18/F, PCIB Tower II","Makati Ave., Makati City",,,,,,,,PH,,8/8/2014,P,,
32092,0,"THE LIPOSOME COMPANY, INC.",,Princeton Forrestal Center,"Princeton, New Jersey 08540",U. S. A.,,,,,,,,USA,,8/8/2014,D,1 Research Way,1 Research Way
32105,2,"GURSKY & PARTNERS, LLP.",,1350 Broadway - 11th Floor,"New York, New York, 10018",U. S. A.,,212 967-4465,SYan@Gurskypartners.com,,,,,USA,,8/8/2014,D,Attention:  Attn.: Ms. Samantha Yan,Attention:  Attn.: Ms. Samantha Yan
32111,2,"SATO, TOYAMA, MATSUKURA & ONO",,"4-10, Higashi Nihonbashi 3-chome","Chuo-ku, Tokyo 103",Japan,,,,,,,,JPN,,8/8/2014,D,"Yokoyama Bldg., 6th Floor","Yokoyama Bldg., 6th Floor"
32124,1,McGUIRE WOODS LLP,,Gateway Plaza,800 East Canal Street,"Richmond, Virginia 23219-3916",,,,,,,,USA,,7/10/2018,D,,
32139,2,"PETER B. TUNNICLIFFE, ESQ.",,5 Vincent Drive,"Lache Lane, Chester CH4 7RQ",England,,,,,,,,END,,8/8/2014,D,Westfields House,Westfields House
32143,2,ACE/SAACHI & SAACHI ADVERTISING,,108 Herrera Street,Legaspi Village,Makati City,,,,,,,,PH,,8/8/2014,P,9/F Feliza Building,9/F Feliza Building
32158,2,"LIFESCAN, INC.",,c/o Johnson & Johnson,One Johnson & Johnson Plaza,"New Brunswick, N.J. 08833-7003",U.S.A.,,,,,,,USA,,5/5/2015,D,c/o Johnson & Johnson,c/o Johnson & Johnson
32162,2,"NORMAN ST. LANDAU, P.C.",,"Princeton, New Jersey 08540",U. S. A.,,,,,,,,,,,8/8/2014,D,5 Independence Way,5 Independence Way
32177,2,ABE INTERNATIONAL PATENT OFFICE,,"38-6, Higashi Kanamachi 1-chome,","Katsushika-ku, Tokyo 125, Japan",,,,,,,,,,,8/8/2014,D,5F Ubano Building,5F Ubano Building
32181,2,DARBY & DARBY,,"New York, N. Y. 10022",U. S. A.,,,,,,,,,,,8/8/2014,D,805 Third Avenue,805 Third Avenue
32196,2,"RUBBERWORLD (PHIL.), INC.",,328 Quirino Highway,"Novaliches, Quezon City",,,,,,,,,,,8/8/2014,P,Adidas Division,Adidas Division
32209,2,"CRITIKON, INC.",,P. O. Box 1222,"New Brunswick, New Jersey 08903",U. S. A.,,,,,,,,USA,,8/8/2014,D,c/o Johnson & Johnson,c/o Johnson & Johnson
32213,2,MCNEIL SPECIALTY PRODUCTS CO.,,"Km. 15, Bo. Ibayo",Edison Road,"Paranaque, Metro Manila",,,,,,,,PH,,8/8/2014,P,"c/o JOHNSON & JOHNSON (PHIL.), INC.","c/o JOHNSON & JOHNSON (PHIL.), INC."
32228,0,ADVANCE CARE PRODUCTS,,"Km. 15, Bo. Ibayo",Edison Road,"Paranaque, Metro Manila",,,,,,,,PH,,8/8/2014,P,"c/o JOHNSON & JOHNSON (PHIL.), INC.","c/o JOHNSON & JOHNSON (PHIL.), INC."
32232,2,KLAUBER & JACKSON,,411 Hackensack Avenue,"Hackensack, New Jersey 07601",U. S. A.,,,,,,,,USA,,8/8/2014,D,Continental Plaza,Continental Plaza
32247,,CONCEPCION INDUSTRIES INC.,,Makati City,,,,,,,,,,,,8/8/2014,,308 Buendia Extension,308 Buendia Extension
32251,2,CAVATTONI-RAIMONDI,,Di Consulenza in Proprieta Industriale,"Viale dei Parioli, 160",00197 ROMA,,06-8088871,,,,06-8084732/8083302,,ROM,,8/8/2014,D,,
32266,2,"KIRSCHSTEIN, OTTINGER, ISRAEL ET AL",,489 Fifth Avenue,"New York, N.Y. 10017-6105",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
32443,2,"JOHNSON & JOHNSON  CONSUMER PRODUCTS, INC.",,,,,,,,,,,,USA,,8/8/2014,D,,
50105,0,PAPULA REIN LAHTELA OY,,FIN-00101 HELSINKI,Finland,,,,,,,,,,,8/8/2014,D,P.O. Box 981,P.O. Box 981
50112,,MB GOLDEN PRODUCTS INT'L. INC.,,,,,,,,,,,,,,8/8/2014,,Attention:  MS. MYRA BUAN,Attention:  MS. MYRA BUAN
50119,2,"SMITH,  GAMBRELL & RUSSELL, LLP",,"Promenade, Suite 3000",1230 Peachtree St.NE,"Atlanta, GA 30309",,202-263-4362,,,,202-263-4372,,USA,,9/3/2019,D,Attn.: Mr. Eric J. Hanson,Bruce A. McDonald
50126,2,PENTAX,,"2-35-7, Maeno-cho, Itabashi-ku","Tokyo, Japan",,JAPAN,81353922012,,,,81339608639,,JPN,,8/8/2014,D,"Asahi Optical Co., Ltd.","Asahi Optical Co., Ltd."
50133,0,"KANE, DALSIMER, SULLIVAN, KURUCZ,",,711 Third Avenue,"New York, N.Y. 10017-4059",,,,,,,,,,,8/8/2014,D,"LEVY, EISELE AND RICHARD","LEVY, EISELE AND RICHARD"
50140,0,RECHTSANWALT DR. WALTER STEUP,,1040 Wien IV,Austria,,,,,,,,,,,8/8/2014,D,Wiedner Hauptstrasse 15,Wiedner Hauptstrasse 15
50147,0,ASAHI LAW OFFICES,,"8F, 11-7 Akasaka 2-chome,","Minato-ku, Tokyo 107,",Japan,,,,,,,,JPN,,8/8/2014,D,"New ATT Building,","New ATT Building,"
50154,2,SHIMOSAKA AND MATSUDA,,"Yusei Fukushi Kotohira Bldg., 5th Floor","14-1, Toranomon 1-chome, Minato-ku,","Tokyo 105-001, Japan",,(81)3-3501-1474,,,,(81)3-3501-1471,,JPN,,8/8/2014,D,Mrs. Sumiko Shimosaka,Mrs. Sumiko Shimosaka
50161,2,"JOHNSON & JOHNSON CONSUMER  COMPANIES, INC.",,c/o Johnson & Johnson,"P.O. BOX 1222, NEW BRUNSWICK","N.J.. 08903, U.S.A.",,732-524-2808,,,,908-524-0400,,USA,,8/8/2014,D,JOAN WEISS,JOAN WEISS
50165,2,"JOHNSON & JOHNSON CONSUMER COMPANIES, INC.",,Attn.: MICHELE GALKA MANGINI,"P.O. BOX 1222 New Brunswick, N.J.",08903 U. S. A.,,,,,,,,USA,,8/8/2014,D,,
50168,2,"COWAN, LIEBOWITZ & LATMAN, P.C.",,1133 Avenue of the Americas,"New York, NY10036-6799",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attention:  MS. BAILA H. CELEDONIA,Attention:  MS. BAILA H. CELEDONIA
50175,2,PATENTANWALTE,,KurfurstenstraBe 32,D-67061 Ludwigshafen,,,,,,,,,,,8/8/2014,D,EUROPEAN PATENT ATTORNEYS,EUROPEAN PATENT ATTORNEYS
50180,2,"MYERS, FLETCHER & GORDON",,"P.O. Box 162, Kingston, Jamaica",,,,,,,,,,,,8/8/2014,D,"Park Place, 21 East Street","Park Place, 21 East Street"
50185,2,CHANG AN INTERNATIONAL,,"20F-4 955 Sec. 4, Wen Sin Road","Taichang, Taiwan, R.O.C.",,,,,,,,,,,8/8/2014,D,PATENT & TRADEMARK OFFICE,PATENT & TRADEMARK OFFICE
50195,2,LAW OFFICE OF EDWARD B. ANDERSON,,"Roseburg, OR 97470",U. S. A.,,,,,,,,,,,8/8/2014,D,P.O. Box 2248,P.O. Box 2248
50200,2,ALBAN TAY MAHTANI & DE SILVA,,"105 Cecil Street, #13-00",The Octogon,069534 Singapore,,,,,,,,SG,,8/8/2014,D,Attention: MR. ALBAN KANG,Attention: MR. ALBAN KANG
50205,2,LAPPIN & KUSMER,,Two Hundred State Street,"Boston, MA 02109",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
50210,2,LORENZ & GORDON,,FasanenstraBe 7,D-89522 Heidenheim,Germany,,,,,,,,GER,,8/8/2014,D,Attention:  JURGEN STITZ,Attention:  JURGEN STITZ
50215,2,"STRATUS TECHNOLOGIES, INC.",,111 Powdermili Road,"Maynard, MA 01754-3409",,UNITED STATES OF AMERICA,978-461-3690,Amy.Boulter@stratus.com,,,978-461-7703,,USA,,10/27/2015,D,,
50220,2,MR. JOAQUIN BUENAFLOR,,Unit 308 Renaissance 2000,Meralco Avenue,Pasig City,,,,,,,,PH,,8/8/2014,P,,
50225,2,"BROOKS SPORTS, INC.",,11720 North Creek Parkway N.,"Bothell, WA 98011",,,,,,,,,,,8/8/2014,D,"Attention: LYNETTE WYLIE, ESQ.","Attention: LYNETTE WYLIE, ESQ."
50230,2,"HARRIS SPECIALTY CHEMICALS, INC.",,10245 Centurion Parkway,North Jacksonville,FL 32256-0564 U. S. A.,,,,,,,,USA,,8/8/2014,D,Attention:  MS. PATRICIA J. SAND,Attention:  MS. PATRICIA J. SAND
50235,2,SELDON AND SCILLIERI,,"Santa Monica, California 90403",,,,,,,,,,,,8/8/2014,D,"2811 Wilshire Boulevard, Suite 640","2811 Wilshire Boulevard, Suite 640"
50240,2,MCNEIL CONSUMER PRODUCTS CO.,,"Corporate Headquarters, Trademark Law Dept.",One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",,,,,,,,USA,,8/8/2014,D,c/o JOHNSON & JOHNSON,c/o JOHNSON & JOHNSON
50245,2,MICHAEL J. AJELLO,,"Bramhall, Stockport",Cheshire SK7 1BA,England,,,,,,,,END,,8/8/2014,D,207 Moss Lane,207 Moss Lane
50250,2,CARBORUNDUM ELECTRITE a.s.,,Czech Republic,,,,,,,,,,,,8/8/2014,D,Benatky nad Jizerou,Benatky nad Jizerou
50255,2,THE RACAL CORPORATION,,1601 N. Harrison Parkway,"Sunrise, FL 33323-2899",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
50260,2,W. R. GRACE (PHILIPPINES) INC.,,Silangang Canlubang Industrial Park,"Canlubang, Calamba, Laguna",,,,,,,,,PH,,8/8/2014,P,,
50265,2,PEABODY & BROWN,,101 Federal Street,"Boston, Massachusetts 02110-1832",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
50270,2,MERCHANT & GOULD P.C.,,"3200 IDS Center, 80  South Eight Street","Minneapolis, Minnesota",55402-2215 U. S. A.,,,,,,,,USA,,8/8/2014,D,,
50275,2,"BAE, KIM & LEE, P.C.",,"39-1 Seosomun-dong, chung-ku,","Seoul, 100-752",Korea,,,,,,,,KR,,8/8/2014,D,Shin-A Bldg.,Shin-A Bldg.
50280,2,"TYCO INDUSTRIES, INC.",,6000 Midlantic Drive,"Mount Laurel, N.J. 08054",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
50285,2,HOLLAND & HART LLP,,"1800 Broadway, Suite 300","Boulder, CO 80302",,,303-473-2720,sthoele@hollandhart.com,,,303-473-2716,,USA,,8/8/2014,D,,
50290,2,EP & C,,P.O. Box 3241,2280 Ge Rijswijk,The Netherlands,,,,,,,,NL,,8/8/2014,D,,
50295,2,"RENNER, OTTO, BOISSELLE & SKLAR",,Nineteenth Floor,1621 Euclid Avenue,"Cleveland, Ohio 44115",,,,,,,,USA,,8/8/2014,D,,
50300,2,R.J. REYNOLDS TOBACCO CO.,,4100 North Main Street,"Winston-Salem, North California 27112",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
50305,2,"TUCKER, FLYER & LEWIS",,Suite 400,"1615 L. Street, N.W.","Washington, D.C. 20036-5610",,,,,,,,USA,,8/8/2014,D,,
50310,2,"PHARMACIA AB PHILS., INC.",,Sen. Gil J. Puyat Ave.,1200 Makati City,,,,,,,,,,,8/8/2014,P,Marsman Bldg.,Marsman Bldg.
50315,2,"CATALANO, ZINGERMAN & ASSOCIATES, P.C.",,810 South Cincinnati,"Suite 200, Tulsa,",Oklahoma 74119-1612,,,,,,,,USA,,8/8/2014,D,The Aventi Bldg.,The Aventi Bldg.
50320,2,ADVANCE INTERNATIONAL PATENT OFFICE,,"Nikken Akasaka Bldg., 8F","5-7, Akasaka 2-chome","Minato-ku, Tokyo 107-0052",,,,,,,,JPN,,8/8/2014,D,,
50327,2,NAGAI INTERNATIONAL PATENT BUREAU,,"5th Floor, Nihonbashidori 2-chome Bldg.,","2-6, Nihonbashi 2-chome, Chuo-ku","Tokyo 103-0027, Japan",,813-5201-3335,,,,813-5201-3330,,JPN,,8/8/2014,D,,
50334,2,"KAWSEK, INC.",,415 Arayat Street,Mandaluyong City,,,,,,,,,,,8/8/2014,P,Attention: MR. PETER KAWSEK,Attention: MR. PETER KAWSEK
50341,2,SEMIRE PATENT & LAW OFFICE,,"Yoksam-dong, Kangnam-gu","Seoul, 135-080",Korea,,,,,,,,KR,,8/8/2014,D,"Rm. No. 402, Dongsul Bldg., 826-24","Rm. No. 402, Dongsul Bldg., 826-24"
